World_Bank_income_group,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Lower middle income,2020-06-29,2994738553,11.152564798197801,11.152564798197801,11.152564798197801,11.152564798197801,7.913216244388815,4.73900130980024,-1.1267369572821697,64.15155598276979,1.2830311196553956,1.1207697902835927
Unknown income group,2020-06-29,258910,-24.248862190803457,-16.167440171981095,-22.88888396741193,-22.88888396741193,-24.248862190803457,-24.248862190803457,-33.08866316918116,0,0,0.38662083349426435
Upper middle income,2020-06-29,2928412447,10.607081221670402,10.679464108627801,10.607081221670402,10.607081221670402,8.684580347626774,8.684580347626774,7.642657454012452,430.20325100881297,7.966726870533574,5.907679677336107
High income,2020-07-06,1241193758,31.0686775847306,32.05023115427601,32.05023115427601,32.05023115427601,31.0686775847306,30.752791113536762,30.199019937252004,2273.7833101426127,29.529653378475484,26.407664950567693
Low income,2020-07-06,704080579,11.097557518576803,11.097557518576803,11.097557518576803,11.097557518576803,4.531883395997285,-1.261580032807352,-3.203781206044241,16.763349639158545,0.5780465392813291,0.43292232322743845
Lower middle income,2020-07-06,2994738553,13.09408295709674,13.09408295709674,13.09408295709674,13.09408295709674,9.481826792216447,6.705699538692163,0.5555717696246159,85.98423695028302,1.7196847390056604,1.3166132302434748
Unknown income group,2020-07-06,258910,-24.938634883073167,-16.79209835240522,-23.653496153406678,-23.653496153406678,-24.938634883073167,-24.938634883073167,-33.660126671296744,0,0,0.38662083349426435
Upper middle income,2020-07-06,2928412447,13.245068966325462,13.245068966325462,13.245068966325462,13.245068966325462,10.840981698724384,10.840981698724384,9.775353546369445,514.4259871703655,9.526407169821583,6.643778037458943
High income,2020-07-13,1241193758,32.055555906420196,33.237293020115054,33.237293020115054,33.237293020115054,32.055555906420196,31.648082463394434,31.0377209083891,2333.6665103159753,30.307357276830846,27.024733393801036
Low income,2020-07-13,704080579,12.941144359165097,12.941144359165097,12.941144359165097,12.941144359165097,5.676424334293643,-0.7755608331948756,-2.1532049322987956,17.727672354306613,0.611299046700228,0.4846219455230848
Lower middle income,2020-07-13,2994738553,15.2138860166665,15.2138860166665,15.2138860166665,15.2138860166665,11.225915064536329,7.923088696126187,2.3953284260664796,107.77250669536527,2.155450133907305,1.5292532282700406
Unknown income group,2020-07-13,258910,-25.61343237984684,-17.44234653404303,-24.322713501731734,-24.322713501731734,-25.61343237984684,-25.61343237984684,-34.44867527566953,0,0,0.38662083349426435
Upper middle income,2020-07-13,2928412447,15.973049603353768,15.973049603353768,15.973049603353768,15.973049603353768,13.124599843835334,13.124599843835334,11.655053788366937,603.5741647651344,11.177299347502487,7.426692822003293
High income,2020-07-20,1241193758,33.130226897994575,34.51642005718699,34.51642005718699,34.51642005718699,33.130226897994575,32.64588605099616,31.970290528853223,2400.7974991138108,31.179188300179355,27.73123162934888
Low income,2020-07-20,704080579,14.75332977244537,14.75332977244537,14.75332977244537,14.75332977244537,6.754859725694529,0.08277710058968182,-1.4849700974321318,18.691995069454677,0.6445515541191267,0.5384531420231092
Lower middle income,2020-07-20,2994738553,17.36195289799355,17.36195289799355,17.36195289799355,17.36195289799355,13.02751231228025,9.188989323824073,4.289860288365364,129.64091699220268,2.5928183398440536,1.7843339929113338
Unknown income group,2020-07-20,258910,-26.30136725097883,-18.032833856340844,-25.226057446681523,-25.226057446681523,-26.30136725097883,-26.30136725097883,-35.09211028271352,0,0,0.38662083349426435
Upper middle income,2020-07-20,2928412447,18.687714144984245,18.687714144984245,18.687714144984245,18.687714144984245,15.45198789915765,15.45198789915765,13.520758410030279,693.01501015022,12.833611299078148,8.230814762685647
High income,2020-07-27,1241193758,34.67756475975687,36.20189911209488,36.20189911209488,36.20189911209488,34.67756475975687,34.114706110528736,33.38947275821798,2505.630698947097,32.54065842788437,28.459079069909407
Low income,2020-07-27,704080579,16.396855186637588,16.396855186637588,16.396855186637588,16.396855186637588,7.81565884698329,0.8543609216538949,-0.9741644084059885,19.65631778460274,0.6778040615380255,0.586033775546023
Lower middle income,2020-07-27,2994738553,19.46479167746596,19.46479167746596,19.46479167746596,19.46479167746596,14.99365529527366,10.492063660877019,6.43323784534923,151.85927436503783,3.037185487300757,2.044957511855293
Unknown income group,2020-07-27,258910,-26.987925706171758,-18.679513952910103,-26.129072324169307,-26.129072324169307,-26.987925706171758,-26.987925706171758,-35.39071591870035,0,0,0.38662083349426435
Upper middle income,2020-07-27,2928412447,21.39340327150072,21.39340327150072,21.39340327150072,21.39340327150072,17.789147821888132,17.789147821888132,15.389714414969815,780.4141882127518,14.45211459653244,9.095276427774316
High income,2020-08-03,1241193758,36.07213177693036,37.754617390579455,37.754617390579455,37.754617390579455,36.07213177693036,35.45979954385971,34.677918669841596,2600.715502708576,33.77552600920229,29.200946883911094
Low income,2020-08-03,704080579,17.669358460564453,17.669358460564453,17.669358460564453,17.669358460564453,8.559132771799385,1.3412778755974233,-0.5080609224837337,20.620640499750806,0.7110565689569243,0.622963497477751
Lower middle income,2020-08-03,2994738553,21.476541899160384,21.476541899160384,21.476541899160384,21.476541899160384,16.79577069634144,12.172208496410056,8.611062244669032,166.15964828024303,3.323192965604861,2.3119598848000003
Unknown income group,2020-08-03,258910,-27.469830444057745,-18.84570932550831,-27.047071234880764,-27.047071234880764,-27.469830444057745,-27.469830444057745,-35.90762648993659,0,0,0.38662083349426435
Upper middle income,2020-08-03,2928412447,23.61078566689024,23.61078566689024,23.61078566689024,23.61078566689024,19.791866965796064,19.791866965796064,16.979557993351225,855.9300739704636,15.850556925378955,9.944200903063571
High income,2020-08-10,1241193758,38.1144658205595,40.098925048213104,40.098925048213104,40.098925048213104,38.1144658205595,37.451255375933854,36.605482524690565,2744.943886678102,35.64862190491042,29.960456907164048
Low income,2020-08-10,704080579,19.04120741620214,19.04120741620214,19.04120741620214,19.04120741620214,9.33493880604024,1.8424850525244674,-0.08904876120149155,21.58496321489887,0.744309076375823,0.664579898886829
Lower middle income,2020-08-10,2994738553,23.632836657862324,23.632836657862324,23.632836657862324,23.632836657862324,19.348814284843563,14.095647986275864,10.837439172185626,180.87608522664405,3.61752170453288,2.5981958232064746
Unknown income group,2020-08-10,258910,-27.95084210186913,-19.12523905135471,-27.686598919309272,-27.686598919309272,-27.95084210186913,-27.95084210186913,-36.25442228618917,0,0,0.38662083349426435
Upper middle income,2020-08-10,2928412447,25.692590609344446,25.692590609344446,25.692590609344446,25.692590609344446,21.703405288771137,21.69202189561713,18.456463189431613,924.1659729142142,17.114184683596555,10.842059673843476
High income,2020-08-17,1241193758,39.744900387122804,42.030771836720625,42.030771836720625,42.030771836720625,39.744900387122804,39.03901642826281,38.11994169836256,2857.252595137949,37.1071765602331,30.70659456216827
Low income,2020-08-17,704080579,20.512013218963766,20.512013218963766,20.512013218963766,20.512013218963766,10.388061424588416,2.413955022126968,0.426901099161614,22.54928593004693,0.7775615837947218,0.7178424104778497
Lower middle income,2020-08-17,2994738553,26.098460179755346,26.098460179755346,26.098460179755346,26.098460179755346,22.450123033394064,16.16713794812807,13.074350937038707,195.6963709713611,3.9139274194272224,2.8910759142319025
Unknown income group,2020-08-17,258910,-28.43917952129102,-19.41257522023532,-28.38137502755323,-28.38137502755323,-28.43917952129102,-28.43917952129102,-36.77307467682019,0,0,0.38662083349426435
Upper middle income,2020-08-17,2928412447,27.687027743263695,27.687027743263695,27.687027743263695,27.687027743263695,23.527890004285585,23.354762451725005,19.92851210386659,988.2454532453921,18.300841726766524,11.657962093069877
High income,2020-08-24,1241193758,41.00566160114783,43.59214984268496,43.59214984268496,43.59214984268496,41.00566160114783,40.255185879356766,39.26608935444377,2941.03195290475,38.19522016759416,31.422196452908686
Low income,2020-08-24,704080579,21.749434936133927,21.749434936133927,21.749434936133927,21.749434936133927,11.249235583592634,2.7418703962915125,0.942945485367964,23.513608645195,0.8108140912136208,0.7584636132961707
Lower middle income,2020-08-24,2994738553,28.55917582845138,28.55917582845138,28.55917582845138,28.55917582845138,25.449269400267024,18.315352996772308,15.35075881934036,210.25720167977073,4.205144033595415,3.1736053855115944
Unknown income group,2020-08-24,258910,-28.944113520011427,-19.697040908868583,-28.944113520011427,-28.944113520011427,-29.108522090471695,-29.108522090471695,-36.94449407544847,0,0,0.38662083349426435
Upper middle income,2020-08-24,2928412447,29.571284418993667,29.571284418993667,29.571284418993667,29.571284418993667,25.205297312666403,24.838388771144768,21.207217743625918,1046.240401318058,19.374822246630703,12.460786060850943
High income,2020-08-31,1241193758,42.04609653074696,44.85705737333208,44.85705737333208,44.85705737333208,42.04609653074696,41.25597868848967,40.202686531399046,3008.6510932431943,39.07339082134019,32.10105943829601
Low income,2020-08-31,704080579,22.754155376172474,22.754155376172474,22.754155376172474,22.754155376172474,11.970735813975562,2.8237115195205713,1.0190975088845062,24.477931360343064,0.8440665986325194,0.7925509048872658
Lower middle income,2020-08-31,2994738553,30.904051083693602,30.904051083693602,30.904051083693602,30.904051083693602,28.53283719372402,20.218855995246578,16.550277095918165,224.82304117266503,4.496460823453301,3.49129615656302
Unknown income group,2020-08-31,258910,-29.38263131848224,-19.599745063960654,-29.38263131848224,-29.38263131848224,-29.734437684685002,-29.734437684685002,-37.09970512000541,0,0,0.38662083349426435
Upper middle income,2020-08-31,2928412447,31.17510627715622,31.17510627715622,31.17510627715622,31.17510627715622,26.734572303906187,26.108366914135544,22.410995432285553,1098.1682736896212,20.336449512770763,13.194289670358037
High income,2020-09-07,1241193758,43.3453594412987,46.37706911176487,46.37706911176487,46.37706911176487,43.3453594412987,42.506495170226245,41.39599727903846,3095.97469108336,40.20746352056312,32.749468435531725
Low income,2020-09-07,704080579,23.71512810000567,23.71512810000567,23.71512810000567,23.71512810000567,12.672940206285984,2.679816183232864,0.6609643580121827,25.442254075491128,0.8773191060514182,0.8274912238418666
Lower middle income,2020-09-07,2994738553,33.486920134099016,33.486920134099016,33.486920134099016,33.486920134099016,31.705287381121416,22.445179432231175,18.4162893112159,233.7112227338095,4.67422445467619,3.8744018533360096
Unknown income group,2020-09-07,258910,-29.84433621769735,-19.45305288159742,-29.84433621769735,-29.84433621769735,-30.176220639096616,-30.176220639096616,-37.267968251357956,0,0,0.38662083349426435
Upper middle income,2020-09-07,2928412447,32.72580476606466,32.72580476606466,32.72580476606466,32.72580476606466,28.308465063557914,27.36287058830014,23.713906376690062,1149.2446717401565,21.28230873592882,13.873155791841913
High income,2020-09-14,1241193758,44.70534450522434,47.96122162177104,47.96122162177104,47.96122162177104,44.70534450522434,43.80252683761329,42.6511771099073,3188.021417735781,41.40287555501015,33.36025139759042
Low income,2020-09-14,704080579,24.646943268498514,24.646943268498514,24.646943268498514,24.646943268498514,13.084629584452427,2.5795872015168233,0.4594544075763651,26.406576790639193,0.910571613470317,0.8556142833191256
Lower middle income,2020-09-14,2994738553,36.30950273473499,36.30950273473499,36.30950273473499,36.30950273473499,34.837907812301204,24.78905893920256,21.24133820940091,242.99142516062312,4.859828503212462,4.227254391645721
Unknown income group,2020-09-14,258910,-29.995223845086766,-19.027158883158556,-29.621692693135596,-29.995223845086766,-30.225379759616352,-30.225379759616352,-36.8773666823953,0,0,0.38662083349426435
Upper middle income,2020-09-14,2928412447,34.292700973746065,34.292700973746065,34.292700973746065,34.292700973746065,29.839475717792226,28.606298769798506,24.797067613719825,1195.971854565545,22.147626936398986,14.50947302301232
High income,2020-09-21,1241193758,45.91125509759886,49.392830506951896,49.392830506951896,49.392830506951896,45.91125509759886,44.97713962457552,43.76042287949964,3268.3767038645383,42.446450699539454,34.055550253580954
Low income,2020-09-21,704080579,25.57790472918822,25.57790472918822,25.57790472918822,25.57790472918822,13.562610830391847,2.4430787369138316,0.24260917333658258,27.30593365242266,0.9415839190490572,0.8808959066601381
Lower middle income,2020-09-21,2994738553,38.875967071982444,38.875967071982444,38.875967071982444,38.875967071982444,38.00120209363226,27.54678479373667,24.02357113403824,252.3080247546922,5.046160495093845,4.575531872815209
Unknown income group,2020-09-21,258910,-30.27376253895914,-18.670602642349024,-28.910663204158638,-30.27376253895914,-30.63603094754075,-30.63603094754075,-36.73331952417363,0,0,0.7732416669885287
Upper middle income,2020-09-21,2928412447,35.867372175941476,35.867372175941476,35.867372175941476,35.867372175941476,31.2617892339518,29.865686842140725,25.899433587055658,1243.1030214681127,23.020426323483566,15.137698361244535
High income,2020-09-28,1241193758,47.116883233384016,50.817161966172165,50.817161966172165,50.817161966172165,47.116883233384016,46.1535070241179,44.87215944865049,3348.880444655439,43.491953826694015,34.790086416145186
Low income,2020-09-28,704080579,26.549514861810508,26.549514861810508,26.549514861810508,26.549514861810508,14.01243404251591,2.3653632087609524,0.2890677074734545,28.205290514206133,0.9725962246277976,0.903620436319406
Lower middle income,2020-09-28,2994738553,41.42431244007973,41.42431244007973,41.42431244007973,41.42431244007973,41.097178108431656,30.23445227325389,26.181464792090367,261.8336576212561,5.236673152425122,4.901236532082672
Unknown income group,2020-09-28,258910,-30.777580918946246,-18.545407897929618,-28.343365823674816,-30.777580918946246,-30.961690031582922,-30.961690031582922,-36.817752237003894,0,0,0.7732416669885287
Upper middle income,2020-09-28,2928412447,37.25105113829955,37.25105113829955,37.25105113829955,37.25105113829955,32.59314726365787,31.043421965851294,26.908793569380958,1287.721894719034,23.846701754056188,15.777259568518696
High income,2020-10-05,1241193758,48.418085063155964,52.10132596063438,52.10132596063438,52.10132596063438,48.418085063155964,47.44573185910383,46.14683800773437,3442.6627245055893,44.709905513059596,35.551693291709256
Low income,2020-10-05,704080579,27.56814709251911,27.56814709251911,27.56814709251911,27.56814709251911,14.52187694069849,2.474991588034329,-0.04418005787086762,29.104647375989597,1.003608530206538,0.9206650763193399
Lower middle income,2020-10-05,2994738553,43.63955124882979,44.06266038775698,44.06266038775698,44.06266038775698,43.63955124882979,32.54368557636348,28.019247426809507,270.8477216954754,5.416954433909509,5.227775654845286
Unknown income group,2020-10-05,258910,-30.87652484638111,-17.81556710325894,-27.77192030462496,-30.87652484638111,-31.66494601820001,-31.66494601820001,-36.676931603530385,0,0,0.7732416669885287
Upper middle income,2020-10-05,2928412447,39.16819594160522,39.16819594160522,39.16819594160522,39.16819594160522,34.32013044535282,32.60249929861603,28.36126929525915,1354.3028519673933,25.07968244384061,16.583020588424645
High income,2020-10-12,1241193758,49.90028895155836,53.57231577769063,53.57231577769063,53.57231577769063,49.90028895155836,48.91514901639808,47.60795122495615,3551.121171459055,46.11845677219552,36.38105759793871
Low income,2020-10-12,704080579,28.696584181316442,28.696584181316442,28.696584181316442,28.696584181316442,15.077110797183702,2.669544659834669,-0.34570593264138244,30.00400423777307,1.0346208357852782,0.9436739484331097
Lower middle income,2020-10-12,2994738553,45.64175738884275,46.5259057941844,46.5259057941844,46.5259057941844,45.64175738884275,34.64334765709738,29.8118229223847,280.23210190259687,5.604642038051937,5.531676040102055
Unknown income group,2020-10-12,258910,-31.095029586316844,-17.209385880970043,-27.604417766836352,-31.095029586316844,-32.27738732451387,-32.27738732451387,-37.161513934696444,0,0,1.159862500482793
Upper middle income,2020-10-12,2928412447,41.05603977494852,41.05603977494852,41.05603977494852,41.05603977494852,36.083632076105395,34.108862246407895,29.86442244982477,1423.1497318342676,26.354624663597548,17.191370925763586
High income,2020-10-19,1241193758,52.32553647923829,55.975578591311134,55.975578591311134,55.975578591311134,52.32553647923829,51.315061180428884,50.01318909869581,3732.1330037478674,48.469259788933336,37.36398221557927
Low income,2020-10-19,704080579,29.825448415596025,29.825448415596025,29.825448415596025,29.825448415596025,15.648953512880642,2.8216991685755093,-0.6036750720557953,30.903361099556538,1.0656331413640185,0.9651229138646643
Lower middle income,2020-10-19,2994738553,47.604461170466564,48.781951568172076,48.781951568172076,48.781951568172076,47.604461170466564,36.600643347750434,31.255373020513826,289.60379318902375,5.792075863780475,5.805656584807054
Unknown income group,2020-10-19,258910,-31.29764152744067,-16.37236340067464,-27.399173087898415,-31.29764152744067,-32.66463635219831,-32.66463635219831,-37.60189564565795,0,0,1.5464833339770574
Upper middle income,2020-10-19,2928412447,43.00801493782564,43.00801493782564,43.00801493782564,43.00801493782564,37.91233581372321,35.656275322552354,31.393880199181623,1493.548364428001,27.658303044962985,17.79678421097764
High income,2020-10-26,1241193758,55.437331713862484,59.07257039467828,59.07257039467828,59.07257039467828,55.437331713862484,54.40284421448563,53.105492070319514,3966.4243643728173,51.512004732114505,38.6490362933327
Low income,2020-10-26,704080579,30.53805787054816,30.53805787054816,30.53805787054816,30.53805787054816,16.09967432643312,2.9276207951907938,-1.0562509525483463,31.802717961340004,1.096645446942759,0.9871395700008365
Lower middle income,2020-10-26,2994738553,49.56970896074765,51.116498406127484,51.116498406127484,51.116498406127484,49.56970896074765,38.49301492623732,32.51166487190181,298.9668025823438,5.979336051646877,6.052757120264047
Unknown income group,2020-10-26,258910,-31.810298391159808,-15.671472417925012,-27.638359771922005,-31.810298391159808,-33.72768007694716,-33.72768007694716,-38.413918160641984,0,0,1.5464833339770574
Upper middle income,2020-10-26,2928412447,45.08631717090836,45.08631717090836,45.08631717090836,45.08631717090836,39.77331568768144,37.298527771603894,33.12680270325473,1566.4337573848318,29.008032544163548,18.43597012958605
High income,2020-11-02,1241193758,59.46096333040646,63.067473435720615,63.067473435720615,63.067473435720615,59.46096333040646,58.389821451742016,57.08866327430979,4269.846521580699,55.45255222832076,40.36850932987048
Low income,2020-11-02,704080579,31.558206882618276,31.558206882618276,31.558206882618276,31.558206882618276,16.77847071838998,3.381373717955318,-0.7149741052316476,32.702074823123475,1.1276577525214992,1.0067422978869014
Lower middle income,2020-11-02,2994738553,51.8563308469101,53.61971015880448,53.61971015880448,53.61971015880448,51.8563308469101,40.74491170739132,33.64495492089258,314.17080815681294,6.283416163136258,6.280656814317908
Unknown income group,2020-11-02,258910,-32.019356627058414,-14.774662569864953,-27.485707290951428,-32.019356627058414,-34.89652654958837,-34.89652654958837,-37.89281085111532,0,0,1.5464833339770574
Upper middle income,2020-11-02,2928412447,47.775723427706396,47.775723427706396,47.775723427706396,47.775723427706396,42.111394185233856,39.540940718311234,35.33791232304557,1660.8644699303359,30.756749443154366,19.089089536300555
High income,2020-11-09,1241193758,63.656665405039,67.23220230164783,67.23220230164783,67.23220230164783,63.656665405039,62.5516749186667,61.247676549900696,4586.7717873016345,59.568464770151095,42.81663741657328
Low income,2020-11-09,704080579,32.71331227215076,32.71331227215076,32.71331227215076,32.71331227215076,17.540344474976134,3.919729674583102,-0.20389718854492953,33.60143168490694,1.1586700581002394,1.0671054172053793
Lower middle income,2020-11-09,2994738553,54.127632182612786,56.02319970690592,56.02319970690592,56.02319970690592,54.127632182612786,42.8475214334995,34.51405355283873,329.1988384363862,6.583976768727724,6.5440854863165745
Unknown income group,2020-11-09,258910,-32.10630500134565,-13.601575717206213,-27.83376100664269,-32.10630500134565,-35.83747192251739,-35.83747192251739,-37.186408073672496,0,0,1.5464833339770574
Upper middle income,2020-11-09,2928412447,50.579904664955926,50.579904664955926,50.579904664955926,50.579904664955926,44.625375954770696,41.966525158471455,37.689311163041936,1760.052512343862,32.59356504340485,19.759351507769356
High income,2020-11-16,1241193758,67.9769351182652,71.52016514895575,71.52016514895575,71.52016514895575,67.9769351182652,66.8351347121458,65.53816855259959,4913.650091313632,63.81363754952769,45.576480251683634
Low income,2020-11-16,704080579,33.823301797512414,33.823301797512414,33.823301797512414,33.823301797512414,18.290571265749985,4.441236065923241,0.25217377396994417,34.500788546690416,1.18968236367898,1.095939332818893
Lower middle income,2020-11-16,2994738553,56.30775653323019,58.38287285926118,58.38287285926118,58.38287285926118,56.30775653323019,45.01490670541187,35.41192456441182,344.3604363022182,6.8872087260443635,6.783772853776728
Unknown income group,2020-11-16,258910,-32.1805253196346,-12.74251422066797,-28.02057683309103,-32.1805253196346,-36.43711652917618,-36.43711652917618,-36.45511434899878,0,0,1.5464833339770574
Upper middle income,2020-11-16,2928412447,53.370756046272085,53.370756046272085,53.370756046272085,53.370756046272085,47.11956427305363,44.425903780105045,39.987092336051944,1858.8410331663642,34.422982095673405,20.511704886903864
High income,2020-11-23,1241193758,72.28615840470843,75.78938591010555,75.78938591010555,75.78938591010555,72.28615840470843,71.12963705104701,69.80986134896239,5239.242615414383,68.04211188849848,48.74818593794443
Low income,2020-11-23,704080579,34.882339427432456,34.882339427432456,34.882339427432456,34.882339427432456,19.025838204300072,4.993123388033317,0.7027765872947835,35.40014540847388,1.2206946692577199,1.1411070322960861
Lower middle income,2020-11-23,2994738553,58.459087098241085,60.7477899782167,60.7477899782167,60.7477899782167,58.459087098241085,47.11879092429212,36.3707376122595,359.39714847489824,7.187942969497965,7.05982366267684
Unknown income group,2020-11-23,258910,-32.29527207391152,-11.961502026292399,-28.20736402656074,-32.29527207391152,-37.00211407525455,-37.00211407525455,-37.00211407525455,0,0,1.5464833339770574
Upper middle income,2020-11-23,2928412447,56.12033721762351,56.12033721762351,56.12033721762351,56.12033721762351,49.596963111731,46.90850246764292,42.176698594441156,1955.4531269604502,36.21209494371204,21.276180328979457
High income,2020-11-30,1241193758,76.73831335875714,80.20849681699339,80.20849681699339,80.20849681699339,76.73831335875714,75.5938187206185,74.24067219838665,5577.606831201325,72.43645235326396,52.00343974014732
Low income,2020-11-30,704080579,36.03057624412178,36.03057624412178,36.03057624412178,36.03057624412178,19.769991442042844,5.608178091343006,1.237687332657611,36.29950227025735,1.2517069748364604,1.1797408205460527
Lower middle income,2020-11-30,2994738553,60.5680241416788,63.17376332516204,63.17376332516204,63.17376332516204,60.5680241416788,49.24292798457389,37.278761536757806,374.56408904418055,7.491281780883611,7.308894186463562
Unknown income group,2020-11-30,258910,-32.57849338685265,-11.500068526979593,-28.955245358901077,-32.57849338685265,-37.22736785367948,-37.22736785367948,-37.22736785367948,0,0,1.5464833339770574
Upper middle income,2020-11-30,2928412447,58.62898774549145,58.62898774549145,58.62898774549145,58.62898774549145,52.16553927236243,49.323175182314024,44.38859793766037,2052.141992727088,38.00262949494607,22.116226717431378
High income,2020-12-07,1241193758,81.43284897608416,84.87193886538306,84.87193886538306,84.87193886538306,81.43284897608416,80.3016737020874,78.93773460329932,5934.650083407173,77.07337770658667,55.58434632411356
Low income,2020-12-07,704080579,37.32104323420522,37.32104323420522,37.32104323420522,37.32104323420522,20.71044755617614,6.531877676457524,1.8597291675309824,37.198859132040816,1.2827192804152006,1.2243388409098557
Lower middle income,2020-12-07,2994738553,62.770826756332845,65.61038778813706,65.61038778813706,65.61038778813706,62.770826756332845,51.351012042041496,38.354407478990005,391.74682354659416,7.834936470931883,7.559934231093461
Unknown income group,2020-12-07,258910,-32.72927832850897,-10.547168899199356,-29.717582015188462,-32.72927832850897,-37.46509188669256,-37.46509188669256,-37.46509188669256,0,0,1.5464833339770574
Upper middle income,2020-12-07,2928412447,61.23226087967871,61.23226087967871,61.23226087967871,61.23226087967871,54.82867197536043,51.81748693322499,46.754662807396315,2154.0304242815946,39.889452301511014,22.96279476235951
High income,2020-12-14,1241193758,85.81170601735931,89.2186648442114,89.2186648442114,89.2186648442114,85.81170601735931,84.68038555615257,83.32170038451875,6267.241742294584,81.39274989992965,59.265402138769055
Low income,2020-12-14,704080579,38.79941155691461,38.79941155691461,38.79941155691461,38.79941155691461,21.53690787141471,7.477519930947573,2.4284928011922116,38.09821599382428,1.3137315859939411,1.276320817251231
Lower middle income,2020-12-14,2994738553,64.75537085138282,67.75631812039757,67.75631812039757,67.75631812039757,64.75537085138282,53.22459049403598,39.40450059548454,408.8474139834587,8.176948279669174,7.790839162446245
Unknown income group,2020-12-14,258910,-33.304022007415064,-10.686102894668098,-30.641184009220453,-33.304022007415064,-37.42326856267847,-37.42326856267847,-37.42326856267847,0,0,1.5464833339770574
Upper middle income,2020-12-14,2928412447,63.86863632981359,63.86863632981359,63.86863632981359,63.86863632981359,57.5460860819427,54.26413089494469,49.13108044513687,2258.3809311518194,41.82186909540406,23.82701739008146
High income,2020-12-21,1241193758,90.2274609382153,93.60901337013411,93.60901337013411,93.60901337013411,90.2274609382153,89.07587316714512,87.75593095936664,6603.995901167755,85.76618053464615,63.19629694753911
Low income,2020-12-21,704080579,40.32545523444505,40.32545523444505,40.32545523444505,40.32545523444505,22.709973689075333,8.419206931612289,3.07332490852853,38.797608212878195,1.3378485590647657,1.336683936569709
Lower middle income,2020-12-21,2994738553,66.64577751086291,70.2100119880323,70.2100119880323,70.2100119880323,66.64577751086291,54.76913208285977,40.483215671139895,426.018127403109,8.52036254806218,8.017369588389574
Unknown income group,2020-12-21,258910,-33.90164396098151,-10.80298405668481,-31.352621225975586,-33.90164396098151,-37.860082334226,-37.860082334226,-37.860082334226,0,0,1.5464833339770574
Upper middle income,2020-12-21,2928412447,66.59231637223685,66.59231637223685,66.59231637223685,66.59231637223685,60.393070074499164,56.826114074016694,51.667727784845795,2369.734640054261,43.88397481581964,24.727915042904474
High income,2020-12-28,1241193758,94.89600303387152,98.2577191794221,98.2577191794221,98.2577191794221,94.89600303387152,93.72700415891657,92.44329975471693,6960.434241389982,90.3952498881816,66.54516973489324
Low income,2020-12-28,704080579,41.90482861457978,41.90482861457978,41.90482861457978,41.90482861457978,24.55507560883365,9.46419579175609,3.754630192359306,39.497000431932115,1.3619655321355901,1.4125307950015193
Lower middle income,2020-12-28,2994738553,68.47591747717911,72.78195733233645,72.78195733233645,72.78195733233645,68.47591747717911,56.35135986058644,41.45422668864884,442.659043010989,8.853180860219782,8.2186889320752
Unknown income group,2020-12-28,258910,-34.39077094344812,-10.51239121079019,-30.61697741629899,-34.39077094344812,-38.55675655080234,-38.55675655080234,-38.55675655080234,0,0,1.5464833339770574
Upper middle income,2020-12-28,2928412447,69.3382888059572,69.3382888059572,69.3382888059572,69.3382888059572,63.25333031993538,59.37241611913821,54.34224344992948,2492.858220988812,46.16404112942244,25.589815661646107
High income,2021-01-04,1241193758,99.09066871270142,102.4191563954867,102.4191563954867,102.4191563954867,99.09066871270142,97.90784837792005,96.65510201047583,7280.365527456473,94.55020165527887,70.33096044622552
Low income,2021-01-04,704080579,43.20817834609259,43.20817834609259,43.20817834609259,43.20817834609259,26.07208263185679,10.500344129166669,4.386357457885448,40.19639265098602,1.3860825052064147,1.4542893676378483
Lower middle income,2021-01-04,2994738553,70.12456640888372,75.01448537789254,75.01448537789254,75.01448537789254,70.12456640888372,58.15497718835161,42.18613430507145,452.0751212044453,9.041502424088906,8.409523721117969
Unknown income group,2021-01-04,258910,-34.94959063133429,-10.591966735517335,-31.02533700142481,-34.94959063133429,-39.981046449326215,-39.981046449326215,-39.981046449326215,0,0,1.5464833339770574
Upper middle income,2021-01-04,2928412447,71.90149053011267,71.90149053011267,71.90149053011267,71.90149053011267,65.9162309872625,61.71435389286318,56.91019405920074,2606.768429976653,48.273489444012085,26.503006289127413
High income,2021-01-11,1241193758,102.98641601388708,106.2999472100788,106.2999472100788,106.2999472100788,102.98641601388708,101.79460663488865,100.5588144350245,7577.989013883892,98.41544173875184,74.82639241567955
Low income,2021-01-11,704080579,44.45960023920878,44.45960023920878,44.45960023920878,44.45960023920878,27.62663503771483,11.726042625301684,5.1979170339522724,40.89578487003993,1.4101994782772391,1.504282935206483
Lower middle income,2021-01-11,2994738553,71.6370503222872,76.92512143052613,76.92512143052613,76.92512143052613,71.6370503222872,59.77417578061259,42.885989932701854,461.4870254108306,9.22974050821661,8.590374166128418
