World_Bank_income_group,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Low income,2020-07-13,704080579,1342.0179938247672,1709.7345950584347,1576.7015886875633,1342.0179938247672,388.0581874057799,-70.293804052864445,-429.94605439057426,599.5952235626669,20.675697364229894,52.001
Lower middle income,2020-07-13,2994738553,8844.822395744206,10101.534971383828,9499.66692715583,8844.822395744206,5979.166382881937,4467.7633378229075,3750.605363780822,65537.77274675445,1310.755454935089,909.716
Unknown income group,2020-07-13,253139,-0.18740641559807003,1.1146058672780987,0.6243612858121397,-0.002228887091999803,-0.23808371968163977,-0.35104465166415955,-0.4245385215482805,0,0,0
Upper middle income,2020-07-13,2928412447,10017.791367148331,13989.84827212556,12345.72543258213,10521.3442230492,8779.39057565301,7753.409955663829,7725.575751914191,372635.0539058936,6900.649146405437,3270.8540000000003
High income,2020-07-20,1241318333,2066.495647856285,2763.6094779916066,2603.3466487439,2116.529428187772,1872.8489223746003,1805.2023111610733,1802.4026240992218,132667.4865897005,1722.9543712948116,1252.288
Low income,2020-07-20,704080579,1694.9165493612727,1849.7981479605844,1725.7714601862601,1694.9165493612727,571.5026884306527,-43.08625189033143,-201.59166915742733,599.5952235626669,20.675697364229894,54.144999999999996
Lower middle income,2020-07-20,2994738553,10383.179872820148,11231.983544408164,10848.378466858612,10383.179872820148,6070.155945202808,5116.246311723195,4132.294509705398,65880.62988961158,1317.6125977922316,1091.286
Unknown income group,2020-07-20,253139,-0.19995276172844992,1.0722033577122283,0.5346635700883892,-0.053426582576680925,-0.27577219706587014,-0.41127060405191895,-0.4415652813956598,0,0,0
Upper middle income,2020-07-20,2928412447,10163.592547664564,14273.19141824347,12837.621739533299,10775.379957186242,8899.530141709609,8326.60982513718,7835.728168698165,373681.9853344649,6920.036765453054,3359.858
High income,2020-07-27,1241318333,2869.844712296778,3599.956773554259,3438.6143956655114,2941.3647660058805,2687.6539473165562,2637.6566278806918,2623.5959354344673,196944.70325636625,2557.7234189138476,1290.571
Low income,2020-07-27,704080579,1554.5474291969545,1888.3451322938247,1715.4712045557053,1554.5474291969545,338.0505488712185,-185.04653913219036,-305.6835738294439,599.5952235626669,20.675697364229894,47.858
Lower middle income,2020-07-27,2994738553,10452.653568019296,12208.277790156586,10899.712468177871,10452.653568019296,6724.621784876882,4895.681548494532,4712.601716792491,67377.77274675443,1347.5554549350886,1114.999
Unknown income group,2020-07-27,253139,-0.17179258498670008,1.1571608359527283,0.5004838536278495,-0.009221120057250011,-0.23806208452478053,-0.42359139490664016,-0.43945972755716106,0,0,0
Upper middle income,2020-07-27,2928412447,9585.189069250118,13400.073215279928,12184.209508862537,10381.426991448276,8664.66567165699,7773.825850183407,7389.960948587481,365349.06533446495,6765.723432119721,3622.429
High income,2020-08-03,1241318333,2556.1084972373337,3322.112690871445,3200.0135866839614,2710.775818548532,2460.377356208633,2396.2158747885155,2389.4768806636716,178823.31153593576,2322.380669297867,1315.717
Low income,2020-08-03,704080579,1227.724710998318,1440.2172633664431,1401.8560730363408,1227.724710998318,222.3970822934095,-397.11773337638283,-505.16130477652393,599.5952235626669,20.675697364229894,37.145
Lower middle income,2020-08-03,2994738553,9580.8440482142,12065.532943832539,11622.41308127249,9580.8440482142,6514.74640728174,4682.31059102019,3858.9690124672197,47695.97551173144,953.9195102346289,1142.289
Unknown income group,2020-08-03,253139,0.09024627031390993,1.1533360405422581,0.5314892020803398,0.09024627031390993,-0.24700208755711925,-0.45408740344508053,-0.4679789426343005,0,0,0
Upper middle income,2020-08-03,2928412447,8621.182895191907,12045.9522520774,10947.059851307364,8968.753900012858,7445.358033295035,6398.650344239632,6227.607579382208,315646.7121547415,5845.309484347065,3559.144
High income,2020-08-10,1241318333,3750.1613616897635,4488.793848684128,4396.613270895096,3917.6497803319835,3629.067041252769,3581.8205641053037,3566.261705662144,268922.2948692709,3492.4973359645564,1346.998
Low income,2020-08-10,704080579,1010.1812248423779,1338.4901778945937,1314.8222830129014,1010.1812248423779,168.02389490759833,-390.80252970811125,-829.539018460119,599.5952235626669,20.675697364229894,41.859
Lower middle income,2020-08-10,2994738553,9593.598986339197,12588.027806748492,12281.733533559962,10190.086882598682,6932.4471615735765,4632.493436327719,4054.813586466232,49475.97551173144,989.5195102346288,1224.574
Unknown income group,2020-08-10,253139,0.08892089070664995,1.2033387523730388,0.5416761485016204,0.08892089070664995,-0.25591143688873963,-0.4304629851414793,-0.46119422717200087,0,0,0
Upper middle income,2020-08-10,2928412447,8041.066374846436,11412.062497306364,10471.91246327596,8333.033434464296,6945.0374475709095,5657.386842546171,5555.114678809255,285121.8492975987,5280.034246251828,3737.144
High income,2020-08-17,1241318333,3009.081261126966,3756.5118992735975,3660.6677260856445,3165.17799755031,2898.1920395122183,2846.6864601381308,2835.5929524463822,212410.89486927012,2758.5830502502613,1323.145
Low income,2020-08-17,704080579,931.0316461778513,1387.875769749471,1245.374484151948,931.0316461778513,175.21233767738894,-574.453768153354,-618.7316230749499,599.5952235626669,20.675697364229894,53.573
Lower middle income,2020-08-17,2994738553,10146.784949396722,13833.459522338462,12954.62947354054,11373.86622180384,7722.174033086429,4847.697657192039,4489.91766931997,49920.26122601715,998.405224520343,1252.999
Unknown income group,2020-08-17,253139,0.08596788603501995,1.1714138322886487,0.6839149996828098,0.08596788603501995,-0.25690047729910925,-0.4286299161812699,-0.4682810699667708,0,0,0
Upper middle income,2020-08-17,2928412447,7745.341820265778,12331.054673855318,9939.945132332594,7958.741913352246,6542.545590666017,5377.196693447385,5361.611256235229,267810.8378690275,4959.459960537546,3420.57
High income,2020-08-24,1241318333,2337.116056525591,3068.5634347047467,2909.0463143460415,2480.908161115228,2223.4122056811843,2168.535414036239,2161.9580839436007,160191.47486926877,2080.408764535958,1268.7140000000002
Low income,2020-08-24,704080579,822.8110328666436,1279.3391817673332,1122.4724901481575,822.8110328666436,38.250896536926895,-515.8944830755511,-600.3844435559826,599.5952235626669,20.675697364229894,40.858
Lower middle income,2020-08-24,2994738553,9782.661363141595,13379.515243179947,13110.895651809478,11530.0038013512,8318.638956725801,4959.706033950654,4592.45013904939,48810.26122601715,976.205224520343,1208.7169999999999
Unknown income group,2020-08-24,253139,0.09751374454214004,1.1970125700264287,0.6748957954022491,0.09751374454214004,-0.21841818969773957,-0.38221001829232976,-0.3894289037733709,0,0,0
Upper middle income,2020-08-24,2928412447,7279.408444968979,10669.18675585061,9582.416695069704,7568.329765284632,6189.617827911506,4996.585245537134,4831.190055462636,242418.23786902727,4489.226627204209,3353.428
High income,2020-08-31,1241318333,1937.4917500756646,2693.7175548053897,2525.085665841077,2111.4069821359944,1853.6796469181002,1790.7750028151731,1784.4769813043185,132172.38486927055,1716.5244788216953,1203.999
Low income,2020-08-31,704080579,759.709193075155,1062.1878708683107,1014.4509106717665,759.709193075155,-128.7204625321317,-901.6944135518571,-979.5903561938338,599.5952235626669,20.675697364229894,34.286
Lower middle income,2020-08-31,2994738553,10326.079330460665,14781.26633804484,13327.04204703765,11287.304786348239,7889.96807436038,4069.1601917030775,3768.911209281588,48831.689797445724,976.6337959489144,1359.144
Unknown income group,2020-08-31,253139,0.08515416814515006,1.2228905594837391,0.7500699896816017,0.08906190879332031,-0.21006714908176968,-0.3789831218461492,-0.41645759817184985,0,0,0
Upper middle income,2020-08-31,2928412447,6318.972804979966,8472.589482891444,8051.342884082158,6736.6605827463,5483.866734367765,4513.810112969314,4406.760913227778,216990.66644045585,4018.3456748232566,3070.145
High income,2020-09-07,1241318333,2365.2827603506144,3123.680869369955,2961.109420895565,2542.7367444399983,2279.352793858391,2227.2591517286805,2220.7275930000733,165168.52658969673,2145.0457998661914,1149.573
Low income,2020-09-07,704080579,707.8220124655792,1109.4908295236223,1005.5870596916126,707.8220124655792,-99.55726142234327,-890.4768177051442,-962.5653615959543,599.5952235626669,20.675697364229894,35.144
Lower middle income,2020-09-07,2994738553,10762.41640052234,16200.030434587961,15275.345803948747,12726.595417194474,9184.998740435782,4525.277039068367,3960.6762210353795,32771.54805853534,655.4309611707068,1639.002
Unknown income group,2020-09-07,253139,0.07418503415301,1.2281889317599188,0.810300215765769,0.12025106378869052,-0.19253370415093982,-0.344597102708781,-0.4409462817631096,0,0,0
Upper middle income,2020-09-07,2928412447,6392.580956997703,8627.288881006909,8389.681192146896,6913.351822024468,5441.3098344199725,4688.127137333934,4610.592070945168,213289.6192515158,3949.807763916959,2882.143
High income,2020-09-14,1241318333,2481.305673058394,3245.6313572679164,3077.8873715605373,2655.515603211844,2402.322068395076,2341.9051100792426,2336.423710698806,174143.4265896987,2261.60294272336,1082.4279999999999
Low income,2020-09-14,704080579,769.8802894674371,1011.2944768605167,959.24011828963,769.8802894674371,-88.21036856763315,-830.8982044029851,-962.9645963877254,599.5952235626669,20.675697364229894,28.287
Lower middle income,2020-09-14,2994738553,11114.436622081354,16116.368416784215,15932.448128871389,13267.296295917433,9633.835656970587,4739.503231741603,3941.3546623645893,34448.6909156782,688.9738183135639,1509.573
Unknown income group,2020-09-14,253139,0.06131130106397995,1.2901904820603904,0.7697406500106814,0.13773235571413026,-0.16708231488193936,-0.3572521543008901,-0.38481566191054034,0,0,0
Upper middle income,2020-09-14,2928412447,6177.126264548465,8186.098009505164,7893.255763200567,6495.804042129453,5356.640652741986,4335.150914592441,4092.646971140114,194979.19639437317,3610.7258591550585,2649.427
High income,2020-09-21,1241318333,2196.5315027442643,2961.631796216075,2816.8937710001114,2399.5970838236913,2112.7394980338295,2058.1801271039208,2050.721784303386,152243.48992303328,1977.1881808186142,1233.43
Low income,2020-09-21,704080579,951.2882516232248,1054.2163829531416,1012.8542198723014,951.2882516232248,-18.978519431502544,-676.4908816116579,-892.3454258638714,1979.6800061713623,68.2648277990125,25.429
Lower middle income,2020-09-21,2994738553,10535.665608743022,16698.60511815822,15817.21664132939,12818.508263096703,9566.820763951855,4322.375583539919,3947.796765970872,34604.40520139248,692.0881040278497,1490
Unknown income group,2020-09-21,253139,0.12119266446098992,1.3096809453806102,0.8080697745156094,0.15863590880347075,-0.16437914168843004,-0.347165955266159,-0.38833577715508066,0,0,0
Upper middle income,2020-09-21,2928412447,6385.444834031913,9950.253985298777,8519.690611914371,6848.46368670983,5642.147130051067,4613.470349723632,4329.568752660251,196599.8135372303,3640.737287726487,2632.004
High income,2020-09-28,1241318333,2299.275350489707,3130.400505623562,2864.184053469709,2447.8299583382905,2180.7509473424657,2121.1796812006273,2117.329121053316,156990.02658970113,2038.8315141519627,1302.287
Low income,2020-09-28,704080579,981.3158039227119,1205.9803271817989,1143.9583708047733,981.3158039227119,59.628289567058175,-726.2106157651357,-776.9350529494603,1979.6800061713623,68.2648277990125,22.857
Lower middle income,2020-09-28,2994738553,10541.487824554737,15604.800234809683,14963.127913327373,12468.566664053222,9075.52817700999,4533.782487154838,3269.353601394946,35498.69091567819,709.9738183135638,1393.4289999999999
Unknown income group,2020-09-28,253139,0.08487783846949003,1.2002568938575184,0.8149591671605184,0.15040659905086928,-0.2286838391585311,-0.3478030125517497,-0.4445488218584602,0,0,0
Upper middle income,2020-09-28,2928412447,6566.080053824785,9515.087884092114,8637.380294571636,6566.080053824785,5248.583779453596,4304.2818379093005,4013.9711804439007,186182.33925151586,3447.821097250294,2674.284
High income,2020-10-05,1241318333,2485.8124430625244,2716.4547975340897,2639.2786605929077,2531.191655743923,2451.293983627248,2418.7065496284167,2417.0711837280796,180573.29680475255,2345.107750711072,1351.145
Low income,2020-10-05,704080579,1036.797999558209,1112.3648618687541,1069.809944865801,1036.797999558209,-33.9057061614469,-785.5577727237234,-978.8129977376279,1979.6800061713623,68.2648277990125,17.144
Lower middle income,2020-10-05,2994738553,10247.558015062985,13618.682383362644,12633.596684516884,10247.558015062985,7698.733179287144,4138.366590927834,3156.363490605458,32575.015032421776,651.5003006484355,1396.999
Unknown income group,2020-10-05,253139,0.09433687932018005,1.1217585688226754,1.040569192644179,0.18825608160126034,-0.19776327403386004,-0.34604178790767,-0.3900203764623599,0,0,0
Upper middle income,2020-10-05,2928412447,8181.10124259112,11170.00663659526,10081.039417365459,8188.025511668929,6608.261447861019,5778.007850800485,5443.573522814941,276377.85585726844,5118.108441801267,3372.429
High income,2020-10-12,1241318333,2752.800109063181,2886.731011031311,2860.086030801488,2780.5646687866133,2725.4124776890467,2691.8470451005837,2688.6121567658265,202760.11347141973,2633.248226901555,1468.573
Low income,2020-10-12,704080579,1232.2528715440917,1311.595072751398,1232.2528715440917,1232.2528715440917,20.61810244312831,-652.1115751470213,-810.0000559498303,1979.6800061713623,68.2648277990125,23.143
Lower middle income,2020-10-12,2994738553,8560.405269143474,11742.35793364992,11648.747644502268,9239.82939793245,6912.489092301868,3540.174612709969,3328.7598528853578,34159.3007467075,683.18601493415,1300.146
Unknown income group,2020-10-12,253139,0.23531613197623988,1.178144664536766,1.1287239120921848,0.23531613197623988,-0.15436369938274958,-0.29037765857168013,-0.43533002060213016,0,0,0
Upper middle income,2020-10-12,2928412447,7943.960780674753,11428.972730829528,10174.336257536015,8082.562729981576,6817.70230193991,5736.210572573427,5593.162634369339,285702.9358572684,5290.7951084679335,2557.0009999999997
High income,2020-10-19,1241318333,4398.408958182055,4506.921924684452,4502.338309676774,4413.917975572282,4361.302067089616,4340.060905024295,4337.890565114833,329887.6634714215,4284.255369758721,1744
Low income,2020-10-19,704080579,1259.5784677056897,1384.8585391551467,1348.8672569643734,1259.5784677056897,87.00602858734014,-659.3080087957217,-771.3149263262154,1979.6800061713623,68.2648277990125,21.574
Lower middle income,2020-10-19,2994738553,8475.614180160754,11885.158526272917,11012.154251234599,8940.160213435654,6630.202612308172,4102.790096961225,3729.5936839506685,34105.015032421776,682.10030064843545,1172.143
Unknown income group,2020-10-19,253139,1.05874311519567,1.9412529903969598,1.5789007433486184,1.05874311519567,-0.1501239533811495,-0.31682984838266987,-0.4298971118971393,0,0,0
Upper middle income,2020-10-19,2928412447,8079.71665872952,11798.725845130954,10157.601663415999,8354.185111595205,7087.047124208426,6072.031371685894,5775.767473657316,292132.8958572684,5409.868441801267,2524.714
High income,2020-10-26,1241318333,5610.6673547558885,5735.9828730964655,5723.741909060312,5639.038346558995,5574.2427050579145,5553.022218079107,5551.294528108184,424271.9901380872,5510.025845949184,2278.0009999999997
Low income,2020-10-26,704080579,1034.4790560451922,1413.9276085728513,1283.890873919072,1034.4790560451922,141.81986510312595,-625.2135377261237,-757.3984193492907,1979.6800061713623,68.2648277990125,22.145
Lower middle income,2020-10-26,2994738553,8241.153702800546,10836.555035058356,10596.056041020947,8849.944112004898,6248.213864819061,3930.537351786728,3581.0764325230743,34067.87217527891,681.3574435055783,1057.145
Unknown income group,2020-10-26,253139,1.0651071792622389,3.025480949455511,2.473149521653632,1.0651071792622389,-0.07420622438652948,-0.28108297444332964,-0.39415922390767943,0,0,0
Upper middle income,2020-10-26,2928412447,8441.843468956175,12324.282778631929,10624.441888517502,8874.021833162475,7370.184381631083,6568.466126459528,6417.630043808363,302219.8387144114,5596.663679896508,2675.714
High income,2020-11-02,1241318333,7338.535796484455,7338.535796484455,7338.535796484455,7338.535796484455,7166.09047732753,7131.583847885995,7128.168722224269,545845.6365897018,7088.904371294829,3049.427
Low income,2020-11-02,704080579,1046.6624723431207,1372.3790085339958,1291.8272929355976,1046.6624723431207,454.6909006500637,-393.5250410996649,-447.16739558807467,1979.6800061713623,68.2648277990125,19.717
Lower middle income,2020-11-02,2994738553,9150.853782565744,11525.767730583115,11376.40207037441,9330.143196170508,6121.520581763573,3226.4767205039157,2540.9978380549396,46596.97662996384,931.9395325992768,975
Unknown income group,2020-11-02,253139,1.0799219571778484,3.1660251603842533,2.1680593220269992,1.0799219571778484,0.14870343355390045,-0.06054917248021946,-0.13862016952017026,0,0,0
Upper middle income,2020-11-02,2928412447,10185.489360326757,14152.91683858604,13296.544621838566,11501.66403133953,9767.015627245424,8683.07830066084,8493.978092308878,389579.91524897335,7214.442874980988,2738.29
High income,2020-11-09,1241318333,7668.769609038801,7668.769609038801,7668.769609038801,7668.769609038801,7496.447717287815,7457.130242909687,7452.399358402233,571017.6699230324,7415.8138951043175,4340.145
Low income,2020-11-09,704080579,1123.9762751121373,1578.9960462932906,1498.1335814930494,1123.9762751121373,549.3305688910453,-155.29022254120264,-425.67476703948563,1979.6800061713623,68.2648277990125,60.714999999999996
Lower middle income,2020-11-09,2994738553,8837.67504640554,12322.17634700258,11555.511721997693,9119.8211240154,5936.6054551413845,2934.8566318471644,2370.324639068942,45844.1194871067,916.882389742134,1127
Unknown income group,2020-11-09,253139,1.1052745644234092,3.2068534334150818,2.194260008857489,1.1052745644234092,0.18259705716758978,-0.05224938740244969,-0.10931424067113037,0,0,0
Upper middle income,2020-11-09,2928412447,10716.70754003838,14668.792817692227,13498.729494118948,11870.352350665866,10232.094420729465,9367.680336768857,8966.849251553724,409728.8066775448,7587.570494028607,2802.72
High income,2020-11-16,1241318333,7856.124584834751,7856.124584834751,7856.124584834751,7856.124584834751,7688.53510454817,7657.576839701032,7654.661719079296,586543.9865896987,7617.454371294789,4890.857
Low income,2020-11-16,704080579,1097.0856244015492,1597.689726308486,1483.068530311702,1097.0856244015492,515.3495392890429,-77.65536577640995,-331.6610572175486,1979.6800061713623,68.2648277990125,29.002
Lower middle income,2020-11-16,2994738553,7904.598430019159,11014.377282853004,10821.450133275815,8632.200163291362,5674.971308244073,2485.120006034254,2396.6464562902693,46415.54805853527,928.3109611707055,1025.43
Unknown income group,2020-11-16,253139,0.8857769820356792,3.238306122089445,2.136413568834257,0.8857769820356792,0.17793635616659026,-0.07506133465090963,-0.17546596097934983,0,0,0
Upper middle income,2020-11-16,2928412447,10470.04892358266,14564.847864212465,13512.722697705945,11761.602628777418,10191.022969224872,9105.784900203196,8865.870715737798,408242.57239183044,7560.047636885749,3143.715
High income,2020-11-23,1241318333,7878.749340956531,7878.749340956531,7878.749340956531,7878.749340956531,7710.752492743519,7678.8138664979815,7672.60972911813,588240.9199230336,7639.492466532904,5621.858
Low income,2020-11-23,704080579,1121.4164639619967,1706.7730502733177,1417.017960840261,1121.4164639619967,562.3702266016215,-155.38947718467404,-337.9389360778107,1979.6800061713623,68.2648277990125,45.431
Lower middle income,2020-11-23,2994738553,8340.228661102961,11204.365050058905,10922.994417113185,8819.61986746787,5641.143032835778,2643.1517084370685,2328.2572930732586,45881.26234424955,917.625246884991,1181
Unknown income group,2020-11-23,253139,0.8887226814808792,3.339313854122426,2.144030351929489,0.8887226814808792,0.10059686833287038,-0.24190701686711125,-0.4173102524575112,0,0,0
Upper middle income,2020-11-23,2928412447,10644.778054838825,13846.37578696455,13490.815630520172,11760.911703221083,9983.294343662768,8797.941759071007,8692.367995836545,399114.463820402,7391.008589266703,3196.1420000000003
High income,2020-11-30,1241318333,8150.570141860283,8244.474066475494,8153.712092535965,8150.570141860283,7995.993931203631,7966.956410933779,7963.073739981099,610366.6865896988,7926.840085580503,5764.716
Low income,2020-11-30,704080579,1228.3185155083754,1714.8729557454024,1588.4957343738422,1228.3185155083754,638.5655582859351,154.78765938098024,-263.1592698564526,1979.6800061713623,68.2648277990125,38.859
Lower middle income,2020-11-30,2994738553,8248.836840898617,11036.138118398207,10833.061886940228,8847.473460483166,5708.388943943479,2646.5101310578225,2136.8713844425874,46438.405201392416,928.7681040278483,1065.5729999999999
Unknown income group,2020-11-30,253139,0.12985329408370008,3.339609332883536,2.138891237927942,0.7559917678331299,-0.019297293509880128,-0.4001241711853401,-0.6682660371138893,0,0,0
Upper middle income,2020-11-30,2928412447,10525.195270068589,13875.512711151066,13714.04542445052,11697.616940216212,9938.57223985316,8738.638347538632,8519.9592470806,399397.0638204019,7396.241922600035,3512.575
High income,2020-12-07,1241318333,8522.27976152246,8523.136935905342,8522.27976152246,8522.27976152246,8361.646479857822,8335.029439710057,8327.395810128302,638802.179815506,8296.132205396181,6346.856
Low income,2020-12-07,704080579,1461.3673003244305,2017.93955829589,1849.0274314759113,1461.3673003244305,800.1050197804526,154.4227334312881,-202.17330501557507,1979.6800061713623,68.2648277990125,44.858
Lower middle income,2020-12-07,2994738553,8803.055324676247,11304.926073922808,10841.203120976068,9064.494022698524,6221.52520508025,2933.048739519186,2619.396547905082,64231.558811223615,1284.6311762244723,1073.999
Unknown income group,2020-12-07,253139,0.7825594766479198,3.3588113336419765,2.1910015819440027,0.7825594766479198,-0.1410892536869806,-0.6138772788916712,-0.6542790372216688,0,0,0
Upper middle income,2020-12-07,2928412447,10895.773042086357,14811.436500978263,14074.572352038804,11999.687138553763,10253.442718952138,9206.866602721393,8939.33166552862,424759.73070233443,7865.920938932119,3539
High income,2020-12-14,1241318333,7963.32086354375,7970.262566699787,7963.32086354375,7963.32086354375,7804.594854814233,7774.139623223578,7765.836345153988,595723.0631488386,7736.663157777125,6526.574
Low income,2020-12-14,704080579,1856.7139634046723,2300.45720931024,2107.4708786600877,1856.7139634046723,967.0911097091594,120.63497567822297,64.39641807615665,1979.6800061713623,68.2648277990125,52.285000000000004
Lower middle income,2020-12-14,2994738553,8988.651331041237,11083.607699522096,10829.954360157952,9157.960564347333,6477.752273462593,2524.7371661038483,2001.190088029953,63880.13023979504,1277.6026047959008,987.857
Unknown income group,2020-12-14,253139,0.11838391495949042,3.3633336295469958,2.268777000870751,0.6846769607300807,-0.21278083957647978,-0.7202544088067792,-0.7380631854891593,0,0,0
Upper middle income,2020-12-14,2928412447,10935.002624015158,14279.002662487428,13460.67354635711,11903.269233665751,10335.296013083465,9253.006809533439,8964.953845548447,435051.9764166199,8056.518081789258,3608.572
High income,2020-12-21,1241318333,8019.99294798045,8027.480276614953,8019.99294798045,8019.99294798045,7866.262008287608,7833.3743047548505,7831.974061409154,600708.0798155083,7801.40363396764,6971.1449999999995
Low income,2020-12-21,704080579,2204.8117589719723,2397.554979419014,2303.602653777209,2204.8117589719723,1001.3595941497812,477.0110024926777,-95.01620605313889,0,0,60.715
Lower middle income,2020-12-21,2994738553,8214.23590145069,10531.864381230796,9732.282121964057,8393.221245802644,5893.378766769158,2481.790696415558,2223.4580945287626,64180.13023979504,1283.6026047959008,969.1419999999999
Unknown income group,2020-12-21,253139,0.09249868534705047,3.228692930514984,2.2673899396482606,0.6709637967468886,-0.21656056286349012,-0.7294412392335394,-0.9444721711795622,0,0,0
Upper middle income,2020-12-21,2928412447,11534.823649098607,14309.311183379346,14053.913794645214,12247.59323169092,10644.317820002092,9714.95980859838,9415.653601320215,464377.26784519135,8599.57903417021,3778
High income,2020-12-28,1241318333,8443.936920866578,8461.45844104112,8443.936920866578,8443.936920866578,8298.780169758238,8277.710835581236,8266.8453845784,635045.8443491673,8247.348627911264,5940.142
Low income,2020-12-28,704080579,2203.342739860021,2505.661605021757,2492.520709241,2203.342739860021,1111.9280283898133,537.0541873571334,129.30496367798438,0,0,76.289
Lower middle income,2020-12-28,2994738553,7741.465250434788,10913.483338441973,10009.393765252169,8124.034229749624,5995.035065558196,2192.937574693451,1901.5785505850333,61913.55033664725,1238.271006732945,861.284
Unknown income group,2020-12-28,253139,0.13976062013182047,3.263081655080094,2.2266431020947897,0.755530454552479,-0.08515012617610072,-0.5816902207303021,-0.7607926543815993,0,0,0
Upper middle income,2020-12-28,2928412447,11260.644967660568,15839.91084500287,14093.92600321415,12607.249953911662,11260.644967660568,10395.19838895971,9965.709658011248,513431.7933427831,9507.996173014502,3596.144
High income,2021-01-04,1241318333,7620.138842248615,7778.375552993982,7732.648400660947,7639.579114011095,7590.67268317994,7562.520681829143,7557.558141606768,579576.9481873414,7526.973353082357,6713.425
Low income,2021-01-04,704080579,2273.6758512538877,3024.8528210611785,2832.1887320729074,2273.6758512538877,1168.8476605068156,707.8014463846716,415.5157071752538,0,0,42.002
Lower middle income,2021-01-04,2994738553,7373.424302615978,10294.65268117979,9682.63369780172,7780.00891723328,5704.562498796923,2108.519602732189,608.0116271270822,40074.168843511026,801.4833768702206,816.429
Unknown income group,2021-01-04,253139,0.5991102556984995,3.049065748660424,2.2761749675811247,0.8379818123537613,-0.08287098665356935,-0.5872349712663986,-0.7249222209217899,0,0,0
Upper middle income,2021-01-04,2928412447,10539.260067963307,13168.978584249953,12742.62926300976,11716.159863335002,10345.62978582956,9581.781955553819,9312.589865128126,470021.8954817272,8704.10917558754,3825.427
High income,2021-01-11,1241318333,7032.64775438116,7224.918972526865,7185.615018975788,7081.269340465991,7022.0804318048195,6996.570009496576,6992.548777607056,536176.2468596564,6963.327881294239,7969.715
Low income,2021-01-11,704080579,2212.8344273311573,4190.3894421962805,3495.9651896228797,2212.8344273311573,1212.8084067389984,543.8763417568349,313.83231324892984,0,0,50.285
Lower middle income,2021-01-11,2994738553,6957.186621292574,10079.960263697916,9455.201813014763,7285.883357766543,5487.7906656171945,1435.5732943894518,-250.32921476907143,40056.31170065179,801.1262340130359,773.714
Unknown income group,2021-01-11,253139,0.50341320550422,3.109498093516833,2.699230983184291,1.0485761640560305,-0.0043734556376695466,-0.6258752984210615,-0.6737114007812494,0,0,0
Upper middle income,2021-01-11,2928412447,11983.402854817563,15975.87938388285,15200.175934710154,13145.405812666799,11951.020530211217,11043.38756666551,10863.30544358575,555317.8526245048,10283.66393749083,4446.999
High income,2021-01-18,1241318333,7371.332970164896,7516.181044716002,7497.449920582137,7398.95750739906,7360.242141381972,7336.1646603133495,7331.094745033756,562554.4301929888,7305.9016908180365,8182.426
Low income,2021-01-18,704080579,2114.5002909109785,3541.4031483859508,3219.7975104589245,2172.67516884184,1276.8181877314526,460.1362536292818,38.40082298591865,0,0,74.431
Lower middle income,2021-01-18,2994738553,6982.031892052051,9716.802867753935,8907.039672579058,6982.031892052051,5057.18654798968,571.0270752100934,118.30463923979444,39494.40693874703,789.8881387749406,849.287
Unknown income group,2021-01-18,253139,0.5478697688801697,2.991493529829417,2.661277875118139,0.9527166178026089,-0.04134448391862026,-0.6149805401687803,-0.6201252127485998,0,0,0
Upper middle income,2021-01-18,2928412447,12186.156885042024,14525.949267429987,14119.480705593869,12958.839503752208,11816.586386347743,11084.248189856135,11015.855487871655,552936.838338791,10239.571080347983,4766.142
High income,2021-01-25,1241318333,6188.324412744282,6313.253676174875,6297.1938270878145,6199.237382739115,6161.015647361152,6126.390985420487,6124.286110843472,469189.5468596507,6093.370738437022,8342.288
Low income,2021-01-25,704080579,2046.373124076254,3412.214721031472,2904.8565489363787,2076.084928062867,1245.8316175406349,456.0663891811808,-27.42267586200464,0,0,99.574
Lower middle income,2021-01-25,2994738553,6659.447725136846,9492.828419282236,8516.29992817769,6821.999658642603,5085.429853273537,449.43515081046445,-573.7230689695289,39288.45455779465,785.769091155893,828.858
Unknown income group,2021-01-25,253139,0.6567317744189695,3.1552572664384773,2.62155599291125,1.1135286757970209,0.07656467761705965,-0.5146576507411418,-0.5721455607777398,0,0,0
Upper middle income,2021-01-25,2928412447,10505.434958109501,12668.64015638665,12043.01280112634,11026.51878875528,9883.304061338818,9222.041667102045,8727.410133356087,453217.4811959342,8392.916318443225,5302.003
High income,2021-02-01,1241318333,4662.0070800945105,4831.404709767232,4809.325915392851,4696.603413650191,4645.627249568962,4618.073202658642,4612.914501755642,352693.66908822674,4580.437260886061,8100.141
Low income,2021-02-01,704080579,1886.5563637963464,3117.611346426947,2807.1306378337663,1886.5563637963464,1126.888700544663,321.89071056675505,-153.92380193896014,0,0,65.286
