World_Bank_income_group,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Unknown income group,2020-06-22,258910,-0.10285567388434412,-0.06636353005388733,-0.08204538990789466,-0.10285567388434412,-0.15156598933754212,-0.15156598933754212,-0.1792043115596345,0,0,0
Upper middle income,2020-06-22,2928412447,0.2588387421178463,0.2588387421178463,0.2588387421178463,0.2588387421178463,0.21819341467566875,0.2124158229575652,0.19181077382098755,8.976403969696367,0.16622970314252533,0.10379104907554028
High income,2020-06-29,1241193758,0.11730236905804402,0.14450263112678785,0.14450263112678785,0.14450263112678785,0.11730236905804402,0.10428415800619721,0.09916079223607688,6.666344495101518,0.08657590253378594,0.07973904103375293
Low income,2020-06-29,704080579,0.22309038426604397,0.22309038426604397,0.22309038426604397,0.22309038426604397,0.1398707401949585,0.08991334134982741,0.067327361256030685,0.13776038787829498,0.004750358202699826,0.006857879827984859
Lower middle income,2020-06-29,2994738553,0.3646268098446886,0.3646268098446886,0.3646268098446886,0.3646268098446886,0.2811295573312236,0.2472358825931084,0.1959254198279506,2.8668627368080077,0.05733725473616016,0.025392099728980915
Unknown income group,2020-06-29,258910,-0.10037234514685639,-0.035612051718798034,-0.07621684452032787,-0.09314228543254428,-0.10037234514685639,-0.10037234514685639,-0.12852192726627373,0,0,0
Upper middle income,2020-06-29,2928412447,0.32708286316461965,0.32708286316461965,0.32708286316461965,0.32708286316461965,0.26137027839401283,0.25764175343814494,0.20904798419272436,9.446759845082386,0.1749399971311553,0.10209340569709714
High income,2020-07-06,1241193758,0.12544192751748492,0.15326324002687575,0.15326324002687575,0.15326324002687575,0.12544192751748492,0.1124526378187061,0.10712659016346392,7.298847104192537,0.09479022213237061,0.07299440511688425
Low income,2020-07-06,704080579,0.22491181093626106,0.22491181093626106,0.22491181093626106,0.22491181093626106,0.15371476060475486,0.1150506185126746,0.07153701493271335,0.13776038787829498,0.004750358202699826,0.006533627168830061
Lower middle income,2020-07-06,2994738553,0.2773597369855629,0.2826927398429502,0.2773597369855629,0.2773597369855629,0.2240872211182331,0.2240872211182331,0.18363926875801778,3.1189544239304623,0.06237908847860924,0.02797763427998317
Unknown income group,2020-07-06,258910,-0.09853895603852887,-0.0480092652415431,-0.08862889470001165,-0.09853895603852887,-0.109230312284964,-0.109230312284964,-0.11089028284886641,0,0,0
Upper middle income,2020-07-06,2928412447,0.37685539209358015,0.37685539209358015,0.37685539209358015,0.37685539209358015,0.30805733587108713,0.30591623109728733,0.2610964582495878,12.03181945165036,0.22281147132685852,0.10515690858897653
High income,2020-07-13,1241193758,0.14098261738422735,0.1695802665484337,0.1695802665484337,0.1695802665484337,0.14098261738422735,0.1289419325038949,0.12090929950860015,8.554742881908966,0.11110055690790864,0.08815263474762013
Low income,2020-07-13,704080579,0.2633695486554709,0.2633695486554709,0.2633695486554709,0.2633695486554709,0.16350584832805107,0.14570509914634638,0.07178460185049432,0.13776038787829498,0.004750358202699826,0.0073856603279494806
Lower middle income,2020-07-13,2994738553,0.30282900850996564,0.30282900850996564,0.30282900850996564,0.30282900850996564,0.24915546747426875,0.245034896959004,0.18779508750923596,3.112609963583176,0.06225219927166351,0.03037714257522366
Unknown income group,2020-07-13,258910,-0.09639964239624019,-0.043405925122355145,-0.09554975775611214,-0.09560247833215031,-0.09639964239624019,-0.09639964239624019,-0.11264980062468397,0,0,0
Upper middle income,2020-07-13,2928412447,0.3897115195754725,0.3897115195754725,0.3897115195754725,0.3897115195754725,0.32623116358727855,0.30914406813294665,0.268528605999642,12.73545394210983,0.23584173966870053,0.11184496922062154
High income,2020-07-20,1241193758,0.15352442736776847,0.18273243386741936,0.18273243386741936,0.18273243386741936,0.15352442736776847,0.1425433696573893,0.1345148411871146,9.5901412568336,0.12454728904978701,0.10092831936397798
Low income,2020-07-20,704080579,0.25888363046861007,0.25888363046861007,0.25888363046861007,0.25888363046861007,0.1540621987715553,0.12958885379132395,0.06689720122334901,0.13776038787829498,0.004750358202699826,0.007690170928574924
Lower middle income,2020-07-20,2994738553,0.30686669733243604,0.30686669733243604,0.30686669733243604,0.30686669733243604,0.2573710353919886,0.2573710353919886,0.21914063599262656,3.1240586138339186,0.062481172276678376,0.03644010923447046
Unknown income group,2020-07-20,258910,-0.09827641016171249,-0.07314863470580939,-0.09191928672057056,-0.09827641016171249,-0.12904913499282775,-0.12904913499282775,-0.15409701345776905,0,0,0
Upper middle income,2020-07-20,2928412447,0.38780922023292463,0.38780922023292463,0.38780922023292463,0.38780922023292463,0.33248400790318827,0.3120924920742942,0.26652923166619186,12.777263626440808,0.2366159930822372,0.11487456295462195
High income,2020-07-27,1241193758,0.22104826596604163,0.24078272212969823,0.24078272212969823,0.24078272212969823,0.22104826596604163,0.21085073798881993,0.2033992634370964,14.976171404755174,0.19449573252928795,0.10397820579436075
Low income,2020-07-27,704080579,0.23478934488460262,0.23478934488460262,0.23478934488460262,0.23478934488460262,0.15154273161267998,0.11022626015203045,0.07297224128944903,0.13776038787829498,0.004750358202699826,0.006797233360416266
Lower middle income,2020-07-27,2994738553,0.3004055399246301,0.33059074251443576,0.302114664953795,0.3004055399246301,0.2808775689990586,0.2808775689990586,0.23098243660901113,3.1740510532621644,0.0634810210652433,0.037231931277708435
Unknown income group,2020-07-27,258910,-0.09807977931327475,-0.042657947998118714,-0.07275703465472601,-0.09807977931327475,-0.12900212535539768,-0.12900212535539768,-0.12900212535539768,0,0,0
Upper middle income,2020-07-27,2928412447,0.3865270180737825,0.3865270180737825,0.3865270180737825,0.3865270180737825,0.33387998896149695,0.30490140276120986,0.26634379198139696,12.485596866075971,0.23121475677918463,0.12349452358409539
High income,2020-08-03,1241193758,0.19922385959621292,0.22181689692636838,0.22181689692636838,0.22181689692636838,0.19922385959621292,0.19238616634560968,0.18448457748291,13.583543394497088,0.17640965447398815,0.10598111628595541
Low income,2020-08-03,704080579,0.18178618198955201,0.18178618198955201,0.18178618198955201,0.18178618198955201,0.10621056068801336,0.0765452953467174,0.06658621227460784,0.13776038787829498,0.004750358202699826,0.005275674561675419
Lower middle income,2020-08-03,2994738553,0.28739288881348957,0.36461313516366656,0.28739288881348957,0.28739288881348957,0.2574450572953976,0.2574450572953976,0.2548999440562114,2.0429105593150307,0.04085821118630061,0.03814319613495823
Unknown income group,2020-08-03,258910,-0.06884353398371226,-0.051403941848661566,-0.06884353398371226,-0.06884353398371226,-0.13114270153020754,-0.13114270153020754,-0.13114270153020754,0,0,0
Upper middle income,2020-08-03,2928412447,0.3167689136270746,0.3167689136270746,0.3167689136270746,0.3167689136270746,0.286102734843991,0.25348817883972063,0.22712051119734428,10.787983679673117,0.19977747554950215,0.12127492504132223
High income,2020-08-10,1241193758,0.29176200623273507,0.3349010939476639,0.3349010939476639,0.3349010939476639,0.29176200623273507,0.28567640945432676,0.2766464038872286,20.604054852789428,0.26758512795830425,0.10850143189327902
Low income,2020-08-10,704080579,0.1959784222339555,0.1959784222339555,0.1959784222339555,0.1959784222339555,0.11082943346297933,0.07532695316605895,0.04908052166001036,0.13776038787829498,0.004750358202699826,0.005945200201296846
Lower middle income,2020-08-10,2994738553,0.30804210838599055,0.389377543839288,0.36472051264316024,0.36472051264316024,0.30804210838599055,0.30804210838599055,0.2747770699808296,2.1023481352001396,0.042046962704002794,0.04089084834378195
Unknown income group,2020-08-10,258910,-0.06871595111591286,-0.03993281797805811,-0.06871595111591286,-0.06871595111591286,-0.0913610977755014,-0.0913610977755014,-0.09298820176364753,0,0,0
Upper middle income,2020-08-10,2928412447,0.2974007060648856,0.2974007060648856,0.2974007060648856,0.2974007060648856,0.27307690328215267,0.24281715021778252,0.1981800658994018,9.747985563392938,0.18051825117394327,0.12826553868284388
High income,2020-08-17,1241193758,0.23291922379475666,0.2759781126439312,0.2759781126439312,0.2759781126439312,0.23291922379475666,0.22625328914235066,0.2172312663880908,16.044101208549552,0.20836495076038378,0.10659109357203196
Low income,2020-08-17,704080579,0.21011511468023183,0.21011511468023183,0.21011511468023183,0.21011511468023183,0.15044608836402554,0.08171700623327911,0.041869029809393894,0.13776038787829498,0.004750358202699826,0.007608930227288658
Lower middle income,2020-08-17,2994738553,0.3522319316990029,0.4430441069357859,0.4430441069357859,0.4430441069357859,0.3522319316990029,0.3522319316990029,0.2959271374074582,2.117183677816728,0.04234367355633455,0.04184001300363264
Unknown income group,2020-08-17,258910,-0.06976248848884141,-0.041048024125800574,-0.06976248848884141,-0.06976248848884141,-0.09925372974913707,-0.09925372974913707,-0.09925372974913707,0,0,0
Upper middle income,2020-08-17,2928412447,0.2849195905598931,0.2849195905598931,0.2849195905598931,0.2849195905598931,0.260640673644921,0.23753436515826748,0.20806207462299495,9.154211475882574,0.1695224347385662,0.1165574884609142
High income,2020-08-24,1241193758,0.18010874486071812,0.22305400085204885,0.22305400085204885,0.22305400085204885,0.18010874486071812,0.1735724327944567,0.1646318451162805,11.968479680971601,0.15543480105157922,0.10222884153434487
Low income,2020-08-24,704080579,0.17677453102430907,0.17677453102430907,0.17677453102430907,0.17677453102430907,0.12302487985774518,0.046845053452077824,0.02213150596791275,0.13776038787829498,0.004750358202699826,0.00580302897404588
Lower middle income,2020-08-24,2994738553,0.35153080695657707,0.42844948098185176,0.42844948098185176,0.42844948098185176,0.35153080695657707,0.34556136994049585,0.30688786409203384,2.080118672629946,0.04160237345259892,0.040361353039956
Unknown income group,2020-08-24,258910,-0.07213342838862924,-0.024488485518326553,-0.07213342838862924,-0.07213342838862924,-0.10387815184549486,-0.10387815184549486,-0.10387815184549486,0,0,0
Upper middle income,2020-08-24,2928412447,0.26917952510428184,0.26917952510428184,0.26917952510428184,0.26917952510428184,0.23962961548297412,0.2119466170599662,0.18633216700077052,8.284992581809405,0.153425788552026,0.11468913825443797
High income,2020-08-31,1241193758,0.14863356137130435,0.18070107580673128,0.18070107580673128,0.18070107580673128,0.14863356137130435,0.14205360189616156,0.13448754838342197,9.659877191206288,0.12545295053514657,0.09698042648390437
Low income,2020-08-31,704080579,0.14353149143407812,0.14353149143407812,0.14353149143407812,0.14353149143407812,0.1030714614832754,0.011378246999931538,-0.022093881576958126,0.13776038787829498,0.004750358202699826,0.0048696130844421434
Lower middle income,2020-08-31,2994738553,0.3349821793203172,0.44050968477957053,0.44050968477957053,0.44050968477957053,0.3349821793203172,0.29632187183022046,0.2635165965749056,2.080834213270618,0.04161668426541235,0.04538439586448934
Unknown income group,2020-08-31,258910,-0.0626453997815454,0.013899406415418487,-0.03259142243162864,-0.0626453997815454,-0.08941651345904388,-0.08941651345904388,-0.08941651345904388,0,0,0
Upper middle income,2020-08-31,2928412447,0.22911740830893637,0.22911740830893637,0.22911740830893637,0.22911740830893637,0.2184678558913978,0.19568603174501525,0.17196824123709128,7.4182674816518945,0.13737532373429434,0.10478622992958478
High income,2020-09-07,1241193758,0.18560898722167693,0.21714453406182607,0.21714453406182607,0.21714453406182607,0.18560898722167693,0.17864521167665282,0.17063799327816528,12.474799691452283,0.1620103856032764,0.09262985674795829
Low income,2020-09-07,704080579,0.13728181769045666,0.13728181769045666,0.13728181769045666,0.13728181769045666,0.10031491318720309,-0.004897340848073853,-0.051161878696046235,0.13776038787829498,0.004750358202699826,0.004991474136371542
Lower middle income,2020-09-07,2994738553,0.36898129291505916,0.45320716962819924,0.45320716962819924,0.45320716962819924,0.36898129291505916,0.3608359421382142,0.3180462052835139,1.2697402230206307,0.025394804460412614,0.054729385253284246
Unknown income group,2020-09-07,258910,-0.06595784274501545,0.026120351841257782,-0.02403759019322125,-0.06311185063023085,-0.06595784274501545,-0.06595784274501545,-0.06595784274501545,0,0,0
Upper middle income,2020-09-07,2928412447,0.22152835555834807,0.22484182280738954,0.22484182280738954,0.22484182280738954,0.22152835555834807,0.19770733271503912,0.17719321526347037,7.296628292933572,0.1351227461654365,0.09698087449769674
High income,2020-09-14,1241193758,0.19428358056080566,0.2263075014294528,0.2263075014294528,0.2263075014294528,0.19428358056080566,0.18713682062012754,0.179827993494595,13.149532378917252,0.17077314777814614,0.08725470886552751
Low income,2020-09-14,704080579,0.13311645264183458,0.13311645264183458,0.13311645264183458,0.13311645264183458,0.0588127683094919,-0.0010329344248031593,-0.028787135776545385,0.13776038787829498,0.004750358202699826,0.004017579925322723
Lower middle income,2020-09-14,2994738553,0.40322608580513897,0.4475172044542548,0.4475172044542548,0.4475172044542548,0.40322608580513897,0.3928522315419689,0.3064629121868076,1.325743203830517,0.026514864076610342,0.05040750547281581
Unknown income group,2020-09-14,258910,-0.02155537534134447,0.10859379866280594,0.027118927757641322,-0.007022731502819673,-0.02155537534134447,-0.02155537534134447,-0.02155537534134447,0,0,0
Upper middle income,2020-09-14,2928412447,0.22384231538305865,0.22384231538305865,0.22384231538305865,0.22384231538305865,0.2187158077477591,0.17763259735690903,0.1547373195756799,6.67531183219841,0.12361688578145204,0.0909024615957726
High income,2020-09-21,1241193758,0.17227294176778896,0.20451555502583718,0.20451555502583718,0.20451555502583718,0.17227294176778896,0.1659602420169038,0.15846368137033387,11.47932658982243,0.1490821635041874,0.09932840799864867
Low income,2020-09-21,704080579,0.13299449438424363,0.13299449438424363,0.13299449438424363,0.13299449438424363,0.0682830351342028,0.01642756045668923,-0.030977890605683206,0.12847955168335268,0.004430329368391472,0.003611660477287501
Lower middle income,2020-09-21,2994738553,0.36663776246392227,0.451899183047294,0.451899183047294,0.451899183047294,0.36663776246392227,0.36663776246392227,0.29879354743808323,1.3309427991527296,0.026618855983054593,0.04975392588135556
Unknown income group,2020-09-21,258910,-0.03979124198176797,0.10157564128242277,0.020578165460237496,-0.03979124198176797,-0.058664455417770926,-0.058664455417770926,-0.058664455417770926,0,0,0.05523154764203777
Upper middle income,2020-09-21,2928412447,0.224953028885058,0.224953028885058,0.224953028885058,0.224953028885058,0.20318764516565235,0.1834626945689676,0.15748085333369,6.733023843223945,0.12468562672636935,0.08974647689031626
High income,2020-09-28,1241193758,0.17223259082645195,0.20347592274575185,0.20347592274575185,0.20347592274575185,0.17223259082645195,0.16381613169616407,0.15881950987869375,11.500534398700173,0.14935758959350875,0.10493373750917623
Low income,2020-09-28,704080579,0.13880144751747006,0.13880144751747006,0.13880144751747006,0.13880144751747006,0.06426045887486607,0.006636933448124567,-0.011102218307554134,0.12847955168335268,0.004430329368391472,0.0032463613798954113
Lower middle income,2020-09-28,2994738553,0.3640493382996118,0.4422822878284864,0.4422822878284864,0.4422822878284864,0.3640493382996118,0.3397279119298743,0.2859692869693735,1.3608046952234183,0.02721609390446836,0.04652923703820899
Unknown income group,2020-09-28,258910,-0.07197405428387257,0.08104248292626028,-0.016651767536738554,-0.046522726291738634,-0.07197405428387257,-0.07197405428387257,-0.07197405428387257,0,0,0
Upper middle income,2020-09-28,2928412447,0.19766842319401096,0.19766842319401096,0.19766842319401096,0.19766842319401096,0.19019400424372507,0.15388709908242193,0.1441942831893288,6.374124750131617,0.11803934722465957,0.09136588675345159
High income,2020-10-05,1241193758,0.1858859756817051,0.1858859756817051,0.1858859756817051,0.1858859756817051,0.18345199920888777,0.18345199920888777,0.18209693701198162,13.397468550021465,0.17399309805222682,0.10880098222343783
Low income,2020-10-05,704080579,0.14551889010122898,0.14551889010122898,0.14551889010122898,0.14551889010122898,0.0727775568832259,0.010732034632186879,-0.03698387035251654,0.12847955168335268,0.004430329368391472,0.002434948571419124
Lower middle income,2020-10-05,2994738553,0.3164626869642948,0.4236403256179018,0.4236403256179018,0.4236403256179018,0.3164626869642948,0.27892014561344775,0.22636394885343103,1.2877234391741836,0.02575446878348367,0.046648446108944856
Unknown income group,2020-10-05,258910,-0.014134846776408867,0.0816350741499791,0.020117233353358778,-0.014134846776408867,-0.10046514094529765,-0.10046514094529765,-0.10046514094529765,0,0,0
Upper middle income,2020-10-05,2928412447,0.2738778290436668,0.2738778290436668,0.2738778290436668,0.2738778290436668,0.24671188309927822,0.21012879535749215,0.20269065701226927,9.511565321194134,0.17614009854063212,0.11510871712942149
High income,2020-10-12,1241193758,0.21174341262891486,0.21174341262891486,0.21174341262891486,0.21174341262891486,0.21014140243660845,0.2087304596031131,0.20709294097056255,15.494063850495106,0.20122160844798842,0.11848061517563642
Low income,2020-10-12,704080579,0.16120529839961856,0.16120529839961856,0.16120529839961856,0.16120529839961856,0.07931912235503026,0.020634700643967316,-0.033003023204173164,0.12847955168335268,0.004430329368391472,0.0032869817305385437
Lower middle income,2020-10-12,2994738553,0.28602944857327983,0.35189220091820506,0.35189220091820506,0.35189220091820506,0.28602944857327983,0.26379186063342036,0.2202749247114238,1.3406257438744937,0.026812514877489875,0.04341434075096705
Unknown income group,2020-10-12,258910,-0.031214962847962636,0.032303602665806896,-0.006948761551342186,-0.031214962847962636,-0.08749161518769472,-0.08749161518769472,-0.08749161518769472,0,0,0.05523154764203777
Upper middle income,2020-10-12,2928412447,0.26969197619189966,0.26969197619189966,0.26969197619189966,0.26969197619189966,0.2519288043932252,0.21519470682740882,0.20459758155179497,9.835268552410653,0.18213460282241947,0.08690719104841996
High income,2020-10-19,1241193758,0.3464639325257042,0.3464639325257042,0.3464639325257042,0.3464639325257042,0.3433232590886428,0.3424267429434189,0.3412601282061834,25.858833184115934,0.335829002391116,0.14041780252008002
Low income,2020-10-19,704080579,0.16126631918279719,0.16126631918279719,0.16126631918279719,0.16126631918279719,0.08169181652813423,0.021736358391548687,-0.020727997807039857,0.12847955168335268,0.004430329368391472,0.003064137918793525
Lower middle income,2020-10-19,2994738553,0.2803862545176875,0.32229225342680895,0.32229225342680895,0.32229225342680895,0.2803862545176875,0.23847485847869776,0.20622144258987513,1.3388130409181256,0.026776260818362513,0.039140077814999834
Unknown income group,2020-10-19,258910,-0.028944563017689464,0.02932066841970596,-0.010303781103445134,-0.028944563017689464,-0.05532128966920564,-0.05532128966920564,-0.05532128966920564,0,0,0.05523154764203777
Upper middle income,2020-10-19,2928412447,0.2788535946967319,0.2788535946967319,0.2788535946967319,0.2788535946967319,0.2612433910882593,0.22105901087778024,0.20644206644821195,10.056947513390504,0.1862397687664908,0.08648761217343644
High income,2020-10-26,1241193758,0.44454217637488413,0.44454217637488413,0.44454217637488413,0.44454217637488413,0.44242740048102003,0.44099408047576705,0.4397399596540609,33.47019437499295,0.4346778490258825,0.18357915396477525
Low income,2020-10-26,704080579,0.10180135070744877,0.10180135070744877,0.10180135070744877,0.10180135070744877,0.06438868765035405,0.01513166094504055,-0.032061944975636615,0.12847955168335268,0.004430329368391472,0.0031452365908817377
Lower middle income,2020-10-26,2994738553,0.2807496843258678,0.3335066911364869,0.3335066911364869,0.3335066911364869,0.2807496843258678,0.22517825952209156,0.1794702644839969,1.337572770474295,0.026751455409485904,0.03530007649385612
Unknown income group,2020-10-26,258910,-0.07323669481701926,0.008726590938550388,-0.06086299627582934,-0.07323669481701926,-0.15186338924983592,-0.15186338924983592,-0.15186338924983592,0,0,0
Upper middle income,2020-10-26,2928412447,0.29690031901181746,0.29690031901181746,0.29690031901181746,0.29690031901181746,0.2658542677083191,0.2475603577247304,0.21535317947318966,10.412198993832959,0.19281849988579555,0.09131227408691588
High income,2020-11-02,1241193758,0.5748045166491383,0.5748045166491383,0.5748045166491383,0.5748045166491383,0.5707004344346196,0.5702844588681678,0.5688435907943851,43.34602245826876,0.562935356600893,0.24563900521968304
Low income,2020-11-02,704080579,0.14573557315287367,0.14573557315287367,0.14573557315287367,0.14573557315287367,0.09697091313669395,0.060010625932456124,0.05230151893505971,0.12847955168335268,0.004430329368391472,0.002800389698009267
Lower middle income,2020-11-02,2994738553,0.32666026945177956,0.3576016789538576,0.3576016789538576,0.3576016789538576,0.32666026945177956,0.2618034129188313,0.165536484886453,2.172000796352728,0.04344001592705456,0.03255709915055146
Unknown income group,2020-11-02,258910,-0.02986546227122928,0.11842964888416452,0.021807497281511275,-0.02986546227122928,-0.16697806752017308,-0.16697806752017308,-0.16697806752017308,0,0,0
Upper middle income,2020-11-02,2928412447,0.3842008938282899,0.3842008938282899,0.3842008938282899,0.3842008938282899,0.33401121393605954,0.32034470667247683,0.2993260554343702,13.490101792214887,0.24981669985583124,0.09330277238778585
High income,2020-11-09,1241193758,0.5993860106617931,0.5993860106617931,0.5993860106617931,0.5993860106617931,0.5949612665610331,0.5949612665610331,0.5937603741566081,45.275037960133716,0.5879875059757625,0.34973258381468597
Low income,2020-11-09,704080579,0.16501505564749722,0.16501505564749722,0.16501505564749722,0.16501505564749722,0.10883910808373655,0.07690799380396923,0.0708278842317928,0.12847955168335268,0.004430329368391472,0.008623302759782556
Lower middle income,2020-11-09,2994738553,0.3244716193860981,0.3433556497287769,0.3433556497287769,0.3433556497287769,0.3244716193860981,0.249280305066876,0.17414600778122694,2.1468614685104703,0.04293722937020941,0.03763266742838102
Unknown income group,2020-11-09,258910,-0.012421196326748552,0.10650787175749112,0.007650648023255273,-0.012421196326748552,-0.13442076756128776,-0.13442076756128776,-0.13442076756128776,0,0,0
Upper middle income,2020-11-09,2928412447,0.4005973196070762,0.4005973196070762,0.4005973196070762,0.4005973196070762,0.3591402527909773,0.33591411999948084,0.3136320951407635,14.169720344789436,0.26240222860721174,0.09575171020982892
High income,2020-11-16,1241193758,0.6171813876037443,0.6171813876037443,0.6171813876037443,0.6171813876037443,0.6125661210439883,0.6124494008450213,0.6112435183885787,46.696900573142436,0.6064532541966551,0.3942632621586226
Low income,2020-11-16,704080579,0.15856993219452148,0.15856993219452148,0.15856993219452148,0.15856993219452148,0.10717525582483581,0.06885174575473181,0.061381992562910624,0.12847955168335268,0.004430329368391472,0.004119130801930555
Lower middle income,2020-11-16,2994738553,0.3114463358024869,0.3370961646221797,0.3370961646221797,0.3370961646221797,0.3114463358024869,0.23717717340524147,0.17564748337847164,2.1659425522617095,0.04331885104523419,0.03424105249430767
Unknown income group,2020-11-16,258910,-0.010602902612707027,0.12272307093403456,0.026851001593214095,-0.010602902612707027,-0.08566351523697047,-0.08566351523697047,-0.11339443653212739,0,0,0
Upper middle income,2020-11-16,2928412447,0.39869305447373793,0.39869305447373793,0.39869305447373793,0.39869305447373793,0.3563126168975614,0.34231186735845975,0.3181207119310296,14.112645831786,0.26134529318122224,0.10747905416207242
High income,2020-11-23,1241193758,0.6156033266347454,0.6156033266347454,0.6156033266347454,0.6156033266347454,0.6098886801642542,0.6098886801642542,0.6079146897268313,46.513217728678775,0.6040677627101139,0.4531008123229701
Low income,2020-11-23,704080579,0.15129108998857824,0.15129108998857824,0.15129108998857824,0.15129108998857824,0.10503813407858387,0.06437183047497705,0.05283821286479035,0.12847955168335268,0.004430329368391472,0.006452528496741848
Lower middle income,2020-11-23,2994738553,0.3073329378587003,0.3378453027079325,0.3378453027079325,0.3378453027079325,0.3073329378587003,0.26949048412476956,0.17102768623373418,2.148101738954301,0.042962034779086014,0.039435829842873096
Unknown income group,2020-11-23,258910,-0.01639239346813145,0.09988862520618741,0.01567486240020473,-0.01639239346813145,-0.08071393515405362,-0.08071393515405362,-0.10539598977142975,0,0,0
Upper middle income,2020-11-23,2928412447,0.39279731019306,0.39279731019306,0.39279731019306,0.39279731019306,0.3539141198110528,0.33748217125257657,0.3128008940556013,13.801727684869462,0.25558754971980485,0.10921077743937072
High income,2020-11-30,1241193758,0.6360221362926729,0.6360221362926729,0.6360221362926729,0.6360221362926729,0.6313015581268362,0.6313015581268362,0.6313015581268362,48.33774511242015,0.6277629235379241,0.46503625745755645
Low income,2020-11-30,704080579,0.16403383095561777,0.16403383095561777,0.16403383095561777,0.16403383095561777,0.10630760539182468,0.08786495761566993,0.055093294025917734,0.12847955168335268,0.004430329368391472,0.00551911260713811
Lower middle income,2020-11-30,2994738553,0.30127672049110077,0.3465676209921897,0.3465676209921897,0.3465676209921897,0.30127672049110077,0.22710948120082955,0.16812343176581424,2.166705795611759,0.04333411591223518,0.03558150339810314
Unknown income group,2020-11-30,258910,-0.04046018756301779,0.0718044304579544,-0.028012813370850678,-0.032179111203561206,-0.04046018756301779,-0.04046018756301779,-0.06577621873984738,0,0,0
Upper middle income,2020-11-30,2928412447,0.3583786468382769,0.36693945151877594,0.36693945151877594,0.36693945151877594,0.3583786468382769,0.33511792358521914,0.31598562045988843,13.812695109519646,0.2557906501762897,0.12000662692170287
High income,2020-12-07,1241193758,0.6706479453324324,0.6706479453324324,0.6706479453324324,0.6706479453324324,0.6662060069128093,0.6662060069128093,0.6662060069128093,51.00617888654983,0.6624179076175304,0.5115580834237485
Low income,2020-12-07,704080579,0.18435242715477707,0.18435242715477707,0.18435242715477707,0.18435242715477707,0.1343508734476137,0.12685496514673844,0.06671476619689469,0.12847955168335268,0.004430329368391472,0.00637114576625753
Lower middle income,2020-12-07,2994738553,0.314686087807721,0.34808920899643275,0.34808920899643275,0.34808920899643275,0.314686087807721,0.24206037375652614,0.17206472344943682,2.4546763574876556,0.04909352714975311,0.03586286351855704
Unknown income group,2020-12-07,258910,-0.021540705950903655,0.08773817117845968,0.0046120147233556655,-0.021540705950903655,-0.033960576144726105,-0.033960576144726105,-0.033960576144726105,0,0,0
Upper middle income,2020-12-07,2928412447,0.3718961620267521,0.38044752899971285,0.38044752899971285,0.38044752899971285,0.3718961620267521,0.3390959109180678,0.3243230676091238,14.555490222072386,0.2695461152235627,0.12093829213259043
High income,2020-12-14,1241193758,0.6255510058964514,0.6255510058964514,0.6255510058964514,0.6255510058964514,0.6209608541183363,0.6209608541183363,0.6206616184163479,47.513094126772955,0.6170531704775708,0.5258651163793558
Low income,2020-12-14,704080579,0.21119547467277083,0.21119547467277083,0.21119547467277083,0.21119547467277083,0.11806575931979588,0.11806575931979588,0.0812519476658899,0.12847955168335268,0.004430329368391472,0.007425996620196508
Lower middle income,2020-12-14,2994738553,0.28350629929285354,0.30656147603721573,0.30656147603721573,0.30656147603721573,0.28350629929285354,0.22850317991492228,0.18504707935847634,2.442941490980644,0.048858829819612884,0.032986418764683396
Unknown income group,2020-12-14,258910,-0.08210623984372725,0.04691859029399047,0.005974760573442459,0.005974760573442459,-0.08210623984372725,-0.08210623984372725,-0.1094253826827972,0,0,0
Upper middle income,2020-12-14,2928412447,0.37662506430498244,0.38820201522603826,0.38820201522603826,0.38820201522603826,0.37662506430498244,0.3495205659599554,0.3326527911579414,14.907215267174955,0.2760595419847213,0.12346037538884973
High income,2020-12-21,1241193758,0.6308221315508528,0.6308221315508528,0.6308221315508528,0.6308221315508528,0.6271926465603851,0.6271926465603851,0.6271926465603851,48.10773698188148,0.6247758049594997,0.5615564012528654
Low income,2020-12-21,704080579,0.21800623964720522,0.21800623964720522,0.21800623964720522,0.21800623964720522,0.16758083109437422,0.1471087910284339,0.09211887247661689,0.09991317415055878,0.0034452818672606475,0.008623302759782556
Lower middle income,2020-12-21,2994738553,0.2700580942114415,0.35052769537639117,0.35052769537639117,0.35052769537639117,0.2700580942114415,0.20838690172657795,0.18033841286648783,2.4529590599500444,0.04905918119900089,0.032361489420475634
Unknown income group,2020-12-21,258910,-0.08537456479520693,0.04101400918721202,-0.019016147425610957,-0.06240196736393359,-0.08537456479520693,-0.08537456479520693,-0.10163388810787599,0,0,0
Upper middle income,2020-12-21,2928412447,0.3890971489176076,0.40671199893664006,0.40671199893664006,0.40671199893664006,0.3890971489176076,0.36599759701028795,0.3486342901979052,15.90767270034881,0.29458653148794095,0.12869966468900204
